class,Tweet
neg,'@rjbrjbx  ! How was the land of the Scots?'
neg,'im cleaning my room up  '
neg,'@mwahmwah_teh oooh, my brand spanking new slash. (lol spanking) -ahem- umm people who I gave parts to havent read the new add I posted. '
neg,'Thesis all afternoon once I get back  this is never gonna end!!!'
neg,'I must confess that on some replies etc. I have failed to really obsorb the object or subject before I reply APOLOGIES '
neg,'has the worst headache in the world, ugh, but has to do homework, wonderful '
neg,'@itsKRISSY  i hate being predictable '
neg,'@queenofcaprice BEACH??? MEH.. i wish i could to go teh beach.. but its rather cold today '
neg,'Launching our day in Napa Valley. Nice night at Meritage. Now to Yountville for breakfast. The hills are already dry here . Need green. '
neg,'actually feels like shit '
neg,'@giaaaa omg! Already? Why would somebody do that? '
neg,'Uhh, Sundays arent cool! '
neg,'AP Literature work '
neg,'Have so much work to do today  Should have started yesterday'
neg,'@tear96x He wont answer if he would want to be one of my sexy beasts! '
neg,'been out topping up tan !!! Got sch 2moz  why arent holidays longer ?'
neg,'@TerenceSmelser Congrats!  Does this mean you have no more daughters left to marry off?  '
neg,'@heidimontag Its Monday here. Wasnt able to go to church yesterday.  '
neg,'@CheekyB So sad about the buffaloes....  Hopefully next wknd will work out (my damn job!).'
neg,'Hates that the holidays are over cos shes done no work '
neg,'another lovely day. what to do with this one?? oh i know. library. '
neg,'Downstairs with the kids for less than an hour and Im already starting to get shrieky  I hate when I let them press my buttons.'
neg,'@JonathanRKnight sorry my sister Joyfulgrl13 spelled ur middle name wrong  shes just tryin to talk me up- ha'
neg,'@Bird_E I I havent been 2 a Laker game since Dec of 1994 @ The Forum! They played against the Timberwolves, we went 2 c JR Rider  Poor JR'
neg,'@soultravelers3 All the good prizes contest are always restricted to usa citizens... I always feel so left out. '
neg,'im cleaning the house '
neg,'@lamborghinibow how you doin? thinkin okayy in my mind lolz from that pain b4  take care and i hope that ur throat gets better... xx'
neg,'So many clothes, so little room in my carry on '
neg,'Hate feeling this way '
neg,'GOOD MORNING. Homework and shit today.....preparing for school tomorow '
neg,'I wish my cake pans/decorating stuff was in, I wouldve made a bunny cake. I guess its on back-order - was supposed to be in yesterday.  '
neg,'I really hate eat too much '
neg,'@hustleGRL My life is 99% maybes '
neg,'on a random update: some women just shouldnt be mothers  *grumble grumble*'
neg,'@tommcfly are u going to add more dates in south america?  i cant believe that u are just going to argentina, brazil and mexico '
neg,'hi whatup??? i just realized that today is the last day of my spring break '
neg,'@EverGreenT  didnt get it'
neg,'Beautiful day, and Im on my way to the office... '
neg,'blarg, this game keeps making me cry. '
neg,'Ugh. I need to go up to the library today. Im so tired and think Im sick.  '
neg,'Preparing to take the kids back to their mother (or home, apparently   ) '
neg,'Mario Kart Wii: Blue Shells '
neg,'@mitchgroup probably buying the warranty is the only sure fire stop.  '
neg,'@mulsteff i feel your pain, i was as well '
neg,'@SadiesSkinny Continually - two or 3 times a week - very annoying '
neg,'Just got home from work...Only 4 hours today, but getting up at 3:30 am is a bummer '
neg,'i want to cry - drive second class, and the train is completely full '
neg,'Im so bored.  I dont want to go to the gym.. or do laundry.. or do anything.. '
neg,'gaaad i need my stubid phone to work already! bored withoutt it '
neg,'�110 up this weekend, Must...not...spend '
neg,'@CRSete Why Arnt You Playing Today?  x'
neg,'@ZacharyLeviNet I know, only 2 more  I have high hopes it will be back for a 3rd season! fingers crossed!'
neg,'Guess i gotta back to school today  not feelin this at all'
neg,'@KCCopyDiva Im a schmuck!  I missed you on the radio!    Thats what I get for staying out of the office for 36 hours. '
neg,'@melody good morning melody! Its a curse that I have...AND. Partly to my rooster friends Im up so early '
neg,'Now time to clean the boys? Then Im thinking nap to combat this headache  gonna watch Twilight after dinner'
neg,'@TheMakeupGirl Youve certainly wet my appetite with that one '
neg,'Im sure youve all watched Susan Boyle singing &quot;I dreamed a dream.&quot; No? I haven t dreamed in ages.  '
neg,'doing math '
neg,'Had a really tiring weekend- and back to school tomoz...fun times '
neg,'Okra on a Sunday '
neg,'@MsAwesome i feel so bad!  Damn traffic!!'
neg,'is really sad that I somehow broke my keyboard (music) last night when I dropped it learning to play piano. I AM SO CLUMSY!!!   '
neg,'@heidimontag studying for my finals in medicine  its surgery tomorrow but i have had amigraine most of the day. need divine intervention'
neg,'We did everything but WIN today.  Fife 3rd. Good leadout for him. Couple premes. Good times and we are racing well together. BIKE DOCTOR!!'
neg,'I wanna talk to rachael '
neg,'I dont want to roll out of bed '
neg,'@lyjahmarie 6AM :/ its bad enough that im up at 6:30 but 6AM oh god.  i cant eat in the morning  makes me feel urgh horrible.'
neg,'@brianangelday26 but u have fans that love you! Dont get rid of twitter for your fans '
neg,'wishes she was plannin a baby shower for Stiffy. '
neg,'struggling with relational algebra expressions '
neg,'Okay do not know how I did it but I managed to tear the bumper off the front end of my van, wish my husband was here to fix that for me '
neg,'I just had a huge fight with my mom   now she wont even talk to me '
neg,'My beautiful car is getting trashed from street parking  I wish people would learn how to drive.'
neg,'@Tasteofinkk i hate that video  it makes me cry'
neg,'@xanderstrike hey bucko, my cars broken  so take that and shove it! PS dont make any kids cry. '
neg,'@taylorswift13 I so wanna go to the concert you have in May in AZ! But I probably wont be able to. '
neg,'@victoriax3jonas I dont even have a beach..we have a dirty lake but no beaches here...bitches, yes, beaches, no '
neg,'1. Got my documents back, yay! 2. Landladys husband is in the hospital '
neg,'No paddle today...weather wont cooperate. Was hoping to get the Burn out on the water for the first time. '
neg,'bleh school again. getting up at 6am tomorrow  got homework, but havent got the courage to do it haha. screw it! too boring'
neg,'@applehockey No idea. '
neg,'@katecameron2002 Oops! Meant Dad gone &amp; Im good with mum...missed out the important bit there. Its 8 yrs,but she s still not over it  '
neg,'bluub...tomorrow back to school ... '
neg,'@heidimontag Ive had brunch with some friends, and now Im doing homework  I m from Denmark, and day is almost over here. It s 6.40 pm '
neg,'@dragonflyeyes Oh, come on... We do have nice things.. '
neg,'no relaxing Sunday for me. '
neg,'Studio, music synth, media ethics mid term. Probably staying in to get everything done due tomorrow. '
neg,'@breathingdakota twas a good night.  i cant remember if i left my coat in your car or brought it in to morts. russ lost his camera also  '
neg,'Oh bugger, its Mike Riley - guaranteed red carpet for the red rabble... '
neg,'@djjaycee some of us have never even been on a plane...  be thankful!'
neg,'@SE3Photo actually no idea, jst curious why ur profile so minimum lol mine has pics info, m8s etc, urs so bare  lol'
neg,'tomorrow my holidays will end  :( and school begins    oh thats so stupid'
neg,'@AveryisBAMF vagina. its a body part. most women and some men have one. what if i was suicidal, you bitch  you have no love.'
neg,'seriously cant do a single thing  monoply is not worth unefficency  im very annoyed about this'
neg,'is not ready to go back to work '
neg,'Gonna clean up my studentroom. Its a mess! I already miss home... Dont wanna go back to school tomorrow  '
neg,'laundry, laundry, laundry. grrr!! now im remembering why i used to just by new stuff when i ran out of clean clothes. i miss those days '
neg,'@Kelsey_Roxanne okay, so it looks like I cant go back to school tomorrow.  cuz I have to go back tomorrow to get more meds. '
neg,'@gregjames aww poor greg not feeling well.  Hope u had a nice holiday though. X'
neg,'@bjyork wow what a sad, scary, yet eerily realistic dream! '
neg,'wants her stupid Samsung Instincts camera to work. '
neg,'Mmmmmm can smell dinner, god am hungry now '
neg,'finished dinner, dude i have 1 poem to make  i cant do that. 0.o help me? '
neg,'Completely Bummed today is the last day of vacation '
neg,'I have the hiccups '
neg,'i am not looking forward to this ww meeting, i have not been a good dieter this week '
neg,'might have to work alone tonight  help?'
neg,'organising clothes for college etc tonight   argh it makes me depressed..'
neg,'Headed to a BBQ on the Southside, I forgot to make my side dish  Any ideas of great side dishes from southside restaurants?'
neg,'no more maggie  we will miss her.'
neg,'watching tv. laying down. missing someone. '
neg,'You he is clearly not into me, but then those unfortetable moment, n all those happiness I got from him, I just cant let go.  n we r an '
neg,'Lib all day and night. '
neg,'@paigeeybby how was your day baby? aside from the sad news  ?'
neg,'@mickyates not when the gunners lost. '
neg,'Needs a job! '
neg,'cant focus on homework, and has to go to work later tonight FUCK '
neg,'waiting here in the Long Beach Airport, going home soon  I could stay another week or so... Bye Sunny California, will miss you!'
neg,'How sad i only woke up with one unread text message! '
neg,'some Ming Garden for lunch, grocery shopping, homework/yoga, church, dinner w/people hopefully, then....more homework '
neg,'@rambn awwww i want a puppy '
neg,'honey i home! [tampa floria]  hahha... anywho...now that im settled time to look for a job! '
neg,'Weather = gross. Spring warmth needs to stayyy '
neg,'In other news: the weather in Pittsburgh has gone from gorgeous to drab and dreary.  Goo on face itches. Laundry awaits. MORE COFFEE!'
neg,'IM so sleepy, just slept!!! Its not right! I should sleep later!  Noes... Also, Im home from work! '
neg,'upload failed .. '
neg,'Its going to hit the 90s today. '
neg,'@griffybabyyy thought you didnt like me no more '
neg,'Just got home from church.  Wish it was warmer today, I really wanted to golf!!  '
neg,'DAMN MAYNE. MARINERS LOST YO  MOTOR CITY KITTIES RUINED MY TRIP TO SAFECO.'
neg,'im missing bananas for myy pancakes.  but they still gon hit the spot regardless, so im not trippin! :] holla!!!'
neg,'@LiveLavaLish   you forgot about me!!'
neg,'Red Lobster w/family, and then to Academy Sports for some new shoes. Still NO movies though  http://myloc.me/49A'
neg,'Latrophobia= fear of doctors.  And I have to see the family doc tomorrow for a regular check-up.  Yikes!  '
neg,'Up and still tired '
neg,'@gloriawywan me too..  WHAT i dont think ill ever like anything better than xanga. '
neg,'Home again '
neg,'@keza34 lol not in the bin aswell ill be the only 1 left  hmmm can we get a cat? tho lmao jj'
neg,'Study Sunday   &lt;3 The Earth!'
neg,'My dog woke me up at 6:30 this morning, just because the sun comes up earlier now!  Maybe Ill take a nap later....'
neg,'delhi was just too good.. kings 11 punjab  http://tinyurl.com/dg9wad'
neg,'Youtube is being as sporadic as twitter right about now. '
neg,'@moonfrye Ruby her parents r Amish &amp; she used to be one of my best friends '
neg,'@erykahpenn awwww no  Whats wrong?'
neg,'@David2147 Im illegic to cat dander, so I cant have them as a pet   Which stinks, cuz cats are so cool!  So I m a dog person by default. '
neg,'Joy. Server go boom on a sunday. '
neg,'gota do lots of hw today '
neg,'@Lynnloca  Yes, next phone will def be a blackberry....too broke for such luxuries at the moment tho '
neg,'Hangin with B Kobs today! Still kind of mad tho  textt'
